id,survey_response_id,network_id,survey_id,respondent_id,network,network_name,year,net_role,so_part_util_012021,so_part_util_022021,so_part_util_152021,so_part_t,so_part_expec,is_inqcyclechal_y_n,part_team_meetings_1,part_team_meetings_2,part_team_meet_32021,equity_dis_1,equity_dis_2,equity_dis_3,so_rt_12020,so_rt_72020,so_rt_22020,so_rt_32020,so_rt_62020,hsupport_st_lead_7,sch_support_st_lead_7,nl_netops_groupcom_1,nl_netops_groupcom_2,nl_netops_groupcom_3,recommend,gender,gender_v3,ethnicity_v3,ethnicity_v3_1,ethnicity_v3_2,ethnicity_v3_3,ethnicity_v3_4,ethnicity_v3_5,ethnicity_v3_6,ethnicity_v3_7,ethnicity_v3_7_text
CORE_138,49046,19,472,1153,CORE,Core,2021,3,,,,7,4,1,1,5,5,1,1,1,5,5,5,3,5,1,1,,,,10,,2,1,1,0,0,0,0,0,0,
CORE_141,48400,19,472,528,CORE,Core,2021,4,,,,4,3,1,1,4,4,2,2,2,4,5,5,4,5,,,,,,9,,2,2,0,1,0,0,0,0,0,
CORE_142,48685,19,472,806,CORE,Core,2021,4,,,,3,3,1,1,5,4,4,4,5,5,5,5,5,5,,,,,,7,,2,5,0,0,0,0,1,0,0,
CORE_143,48736,19,472,857,CORE,Core,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
CORE_144,48608,19,472,732,CORE,Core,2021,4,,,,4,4,1,1,5,4,4,4,4,5,5,5,5,5,,,,,,8,,2,5,0,0,0,0,1,0,0,
CORE_145,48413,19,472,540,CORE,Core,2021,3,,,,3,5,1,1,5,4,2,2,2,5,5,5,5,5,4,4,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_147,49130,19,472,1235,CORE,Core,2021,4,,,,3,4,3,1,4,5,2,2,3,5,5,5,5,5,,,,,,9,,2,2,0,1,0,0,0,0,0,
CORE_149,48854,19,472,972,CORE,Core,2021,3,,,,4,3,1,1,5,4,1,1,1,5,5,5,5,5,4,4,,,,10,,1,1,1,0,0,0,0,0,0,
CORE_151,48482,19,472,608,CORE,Core,2021,4,,,,4,3,1,1,5,5,1,1,1,5,5,5,4,4,,,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_152,48601,19,472,725,CORE,Core,2021,3,,,,5,3,1,1,4,3,2,2,2,5,5,5,2,4,4,2,,,,9,,2,2,0,1,0,0,0,0,0,
CORE_153,49176,19,472,1279,CORE,Core,2021,4,,,,4,3,1,1,5,4,1,1,1,5,5,5,5,5,,,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_154,49079,19,472,1185,CORE,Core,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,1,0,0,
CORE_155,50032,19,472,2113,CORE,Core,2021,4,,,,4,3,1,1,3,3,,,,,,,,,,,,,,10,,2,,0,0,0,0,0,0,0,
CORE_157,49211,19,472,1313,CORE,Core,2021,4,,,,2,3,1,1,4,4,1,1,1,5,5,5,5,5,,,,,,8,,1,5,0,0,0,0,1,0,0,
CORE_158,49135,19,472,1240,CORE,Core,2021,4,,,,1,2,1,1,4,4,3,3,2,4,4,4,4,4,,,,,,4,,2,5,0,0,0,0,1,0,0,
CORE_16,49213,19,472,1315,CORE,Core,2021,3,,,,7,3,1,1,4,5,5,5,4,5,5,5,5,4,4,4,,,,10,,1,1,1,0,0,0,0,0,0,
CORE_163,48402,19,472,530,CORE,Core,2021,3,,,,3,2,1,1,5,5,5,5,5,5,4,4,4,4,5,4,,,,8,,1,5,0,0,0,0,1,0,0,
CORE_164,49094,19,472,1199,CORE,Core,2021,4,,,,4,4,1,1,5,5,5,5,5,5,5,5,5,5,,,,,,10,,1,2,0,1,0,0,0,0,0,
CORE_165,49402,19,472,1497,CORE,Core,2021,4,,,,2,3,1,1,4,4,5,5,5,5,5,5,5,5,,,,,,8,,2,5,0,0,0,0,1,0,0,
CORE_166,48336,19,472,467,CORE,Core,2021,3,,,,2,4,1,1,5,5,2,2,2,5,5,5,5,5,5,5,,,,10,,2,3,0,0,1,0,0,0,0,
CORE_167,48596,19,472,721,CORE,Core,2021,4,,,,3,2,1,1,4,5,4,4,4,4,4,4,4,4,,,,,,7,,2,1,1,1,0,0,0,0,0,
CORE_168,48676,19,472,797,CORE,Core,2021,4,,,,3,3,1,1,5,5,3,3,3,5,5,5,4,4,,,,,,8,,2,2,0,1,0,0,0,0,0,
CORE_169,49260,19,472,1359,CORE,Core,2021,3,,,,7,3,1,1,2,4,4,4,4,4,5,4,4,4,5,5,,,,9,,1,2,0,1,0,0,1,0,0,
CORE_171,49988,19,472,2070,CORE,Core,2021,4,,,,4,2,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CORE_172,49398,19,472,1494,CORE,Core,2021,4,,,,4,5,1,1,5,4,1,1,1,5,5,5,5,5,,,,,,9,,2,3,0,0,1,0,0,0,0,
CORE_173,49298,19,472,1397,CORE,Core,2021,4,,,,3,1,1,1,4,5,3,3,3,5,5,5,5,5,,,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_174,49080,19,472,1186,CORE,Core,2021,3,,,,6,3,1,1,4,5,4,3,5,5,5,5,4,4,4,3,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_175,49210,19,472,1312,CORE,Core,2021,4,,,,6,3,1,1,5,5,4,3,4,5,4,4,4,4,,,,,,9,,1,5,0,0,0,0,1,0,0,
CORE_176,48893,19,472,1008,CORE,Core,2021,3,,,,3,2,1,1,3,5,2,2,2,5,4,4,2,4,3,3,,,,10,,2,1,1,0,0,0,0,0,0,
CORE_177,48339,19,472,470,CORE,Core,2021,4,,,,7,1,1,1,5,5,2,2,2,5,5,5,5,5,,,,,,10,,2,2,0,1,0,0,1,0,0,
CORE_178,48415,19,472,542,CORE,Core,2021,4,,,,3,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CORE_179,48605,19,472,729,CORE,Core,2021,4,,,,4,3,3,1,5,5,3,3,3,5,5,5,5,5,,,,,,6,,2,,0,0,0,0,0,0,0,
CORE_180,48610,19,472,734,CORE,Core,2021,4,,,,6,3,1,1,4,4,3,1,2,4,4,4,4,4,,,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_181,48620,19,472,743,CORE,Core,2021,4,,,,1,3,3,1,5,5,3,2,2,5,5,5,5,5,,,,,,8,,2,5,0,0,0,0,1,0,0,
CORE_182,48690,19,472,811,CORE,Core,2021,4,,,,3,3,3,1,4,5,4,4,4,5,5,5,5,5,,,,,,9,,2,5,0,0,0,0,1,0,0,
CORE_183,48725,19,472,846,CORE,Core,2021,4,,,,3,3,3,1,1,1,5,3,5,5,5,4,5,4,,,,,,3,,1,3,0,0,1,0,1,0,0,
CORE_184,48741,19,472,862,CORE,Core,2021,4,,,,4,3,1,1,5,5,4,4,4,5,5,5,5,5,,,,,,9,,1,5,0,0,0,0,1,0,0,
CORE_185,48747,19,472,868,CORE,Core,2021,4,,,,1,3,3,1,4,5,5,4,3,5,5,5,4,5,,,,,,9,,2,5,0,0,0,0,1,0,0,
CORE_186,48752,19,472,873,CORE,Core,2021,4,,,,2,3,3,1,5,5,4,2,2,5,5,5,5,5,,,,,,4,,2,5,0,0,0,0,1,0,0,
CORE_187,48755,19,472,876,CORE,Core,2021,4,,,,7,5,1,1,5,5,3,3,3,5,5,5,5,5,,,,,,9,,1,5,0,0,0,0,1,0,0,
CORE_188,48793,19,472,914,CORE,Core,2021,4,,,,4,3,1,1,4,5,2,2,2,5,5,5,5,5,,,,,,8,,2,3,0,0,1,0,0,0,0,
CORE_189,48824,19,472,944,CORE,Core,2021,4,,,,3,3,2,1,3,3,3,3,3,3,3,3,3,3,,,,,,5,,1,5,0,0,0,0,1,0,0,
CORE_20,48983,19,472,1092,CORE,Core,2021,4,,,,3,2,1,1,4,4,1,1,1,5,5,5,5,5,,,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_21,48902,19,472,1017,CORE,Core,2021,4,,,,6,5,1,1,5,5,5,5,5,5,5,5,5,5,,,,,,10,,1,1,1,0,0,0,0,0,0,
CORE_22,50009,19,472,2091,CORE,Core,2021,4,,,,1,1,2,1,3,5,2,2,2,5,5,5,5,5,,,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_24,49123,19,472,1228,CORE,Core,2021,4,,,,5,3,1,1,5,5,2,2,2,5,5,5,5,5,,,,,,10,,1,5,0,0,0,0,1,0,0,
CORE_25,49122,19,472,1227,CORE,Core,2021,3,,,,6,3,1,1,5,5,5,4,2,5,5,5,4,5,4,5,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_26,48606,19,472,730,CORE,Core,2021,4,,,,5,4,1,1,4,5,5,5,5,5,5,5,5,5,,,,,,10,,5,6,0,0,0,0,0,1,0,
CORE_30,48589,19,472,714,CORE,Core,2021,4,,,,2,4,1,1,4,5,1,1,1,5,5,5,3,5,,,,,,10,,1,2,0,1,0,0,0,0,0,
CORE_35,48333,19,472,464,CORE,Core,2021,4,,,,4,3,1,1,3,5,5,5,5,5,5,5,5,5,,,,,,10,,2,1,1,0,0,0,0,0,0,
CORE_36,48401,19,472,529,CORE,Core,2021,4,,,,3,3,1,1,5,4,5,5,5,5,5,5,5,5,,,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_38,48600,19,472,724,CORE,Core,2021,3,,,,5,3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CORE_41,48703,19,472,824,CORE,Core,2021,4,,,,4,3,1,1,5,5,2,2,3,3,3,3,2,5,,,,,,9,,2,2,0,1,0,0,0,0,0,
CORE_43,48740,19,472,861,CORE,Core,2021,3,,,,7,4,1,1,5,4,4,3,3,5,5,5,5,5,4,5,,,,10,,2,2,0,1,0,1,0,0,0,
CORE_44,49295,19,472,1394,CORE,Core,2021,3,,,,6,3,1,1,4,5,5,4,4,4,4,4,4,4,3,5,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_46,49118,19,472,1223,CORE,Core,2021,3,,,,2,3,1,1,5,5,5,5,5,5,5,5,5,5,4,5,,,,10,,1,1,1,1,0,0,1,0,0,
CORE_50,48437,19,472,563,CORE,Core,2021,4,,,,2,3,1,1,5,4,3,3,3,5,5,5,5,5,,,,,,8,,2,5,0,0,0,0,1,0,0,
CORE_51,48842,19,472,960,CORE,Core,2021,3,,,,4,4,1,1,5,5,3,3,3,5,5,5,5,5,5,4,,,,10,,2,1,1,0,0,0,0,0,0,
CORE_52,48901,19,472,1016,CORE,Core,2021,4,,,,4,3,1,1,5,5,3,1,3,5,5,5,5,5,,,,,,10,,2,1,1,0,0,0,0,0,0,
CORE_55,49082,19,472,1188,CORE,Core,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,
CORE_56,49453,19,472,1546,CORE,Core,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,1,0,0,
CORE_57,49226,19,472,1328,CORE,Core,2021,1,,,,,5,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
CORE_59,49041,19,472,1149,CORE,Core,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,7,0,0,0,0,0,0,1,Afro-Caribbean
CORE_60,48836,19,472,955,CORE,Core,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
CORE_63,49038,19,472,1146,CORE,Core,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,1,0,0,
CORE_65,49068,19,472,1174,CORE,Core,2021,1,,,,,5,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
CORE_74,50454,19,472,2675,CORE,Core,2021,4,,,,2,3,1,2,,,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_78,48602,19,472,726,CORE,Core,2021,3,,,,4,3,1,1,5,3,2,1,1,4,4,4,2,4,4,4,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_80,48431,19,472,557,CORE,Core,2021,4,,,,4,2,1,1,4,5,2,2,2,5,5,5,5,5,,,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_82,48432,19,472,558,CORE,Core,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,1,2,0,1,0,0,1,0,0,
CORE_83,48435,19,472,561,CORE,Core,2021,3,,,,3,3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CORE_84,48436,19,472,562,CORE,Core,2021,4,,,,6,3,2,1,5,4,1,1,1,5,5,4,5,4,,,,,,10,,1,1,1,0,0,0,1,0,0,
CORE_85,48381,19,472,512,CORE,Core,2021,4,,,,3,2,1,1,3,5,1,1,1,5,5,5,5,5,,,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_86,48694,19,472,815,CORE,Core,2021,3,,,,5,3,1,1,5,3,3,3,3,5,5,5,4,4,5,4,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_87,48603,19,472,727,CORE,Core,2021,3,,,,3,3,1,1,5,4,2,2,2,5,5,5,5,5,5,3,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_88,48698,19,472,819,CORE,Core,2021,4,,,,4,3,3,1,4,4,4,4,4,5,5,5,5,5,,,,,,10,,2,5,0,0,0,0,1,0,0,
CORE_89,50507,19,472,2726,CORE,Core,2021,4,,,,2,3,1,1,3,5,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CORE_90,48885,19,472,1000,CORE,Core,2021,4,,,,4,3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CORE_91,50275,19,472,2504,CORE,Core,2021,3,,,,7,5,1,1,5,5,5,3,5,5,4,5,4,4,3,3,,,,10,,2,2,0,1,0,0,0,0,0,
CORE_92,48918,19,472,1031,CORE,Core,2021,3,,,,6,4,1,1,5,5,4,1,1,5,5,5,5,5,3,,,,,,,,,0,0,0,0,0,0,0,
CORE_93,49137,19,472,1242,CORE,Core,2021,4,,,,3,2,1,1,4,4,4,4,4,4,5,4,2,3,,,,,,9,,1,5,0,0,0,0,1,0,0,
CORE_94,49093,19,472,1198,CORE,Core,2021,4,,,,4,2,1,1,4,3,2,2,2,5,5,5,5,5,,,,,,10,,1,2,0,1,0,0,0,0,0,
CORE_95,49075,19,472,1181,CORE,Core,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,1,0,0,
CORE_96,49100,19,472,1205,CORE,Core,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,1,0,0,
CORE_97,49293,19,472,1392,CORE,Core,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CORE_98,49163,19,472,1268,CORE,Core,2021,1,,,,,2,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,0,
CORE_99,49081,19,472,1187,CORE,Core,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,1,3,0,0,1,0,0,0,0,
CTRI_01,47822,13,453,2468,CTRI,,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,0,1,0,
CTRI_02,48897,13,453,1012,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,9,,2,2,0,1,0,0,0,0,0,
CTRI_03,47917,13,453,85,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,10,,2,1,1,0,0,0,0,0,0,
CTRI_05,48863,13,453,978,CTRI,,2021,4,,,,,4,2,1,5,5,,,,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CTRI_06,48899,13,453,1014,CTRI,,2021,4,,,,,2,3,1,5,2,,,,,,,,,,,,,,7,,2,5,0,0,0,0,1,0,0,
CTRI_08,47811,13,453,2457,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,8,,2,2,0,1,0,0,0,0,0,
CTRI_09,47912,13,453,80,CTRI,,2021,2,,,,,5,,1,3,5,,,,,,,,,,,,,,10,,1,1,1,0,0,0,0,0,0,
CTRI_11,48417,13,453,544,CTRI,,2021,3,,,,,3,1,1,4,5,,,,,,,,,4,4,,,,10,,2,1,1,0,0,0,0,0,0,
CTRI_12,48930,13,453,1040,CTRI,,2021,4,,,,,3,1,1,4,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_14,48874,13,453,989,CTRI,,2021,4,,,,,3,1,1,4,5,,,,,,,,,,,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_15,48343,13,453,474,CTRI,,2021,3,,,,,4,1,1,4,5,,,,,,,,,4,5,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_16,47816,13,453,2462,CTRI,,2021,4,,,,,3,1,1,5,5,,,,,,,,,,,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_17,48883,13,453,998,CTRI,,2021,4,,,,,3,1,1,5,5,,,,,,,,,,,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_18,47967,13,453,134,CTRI,,2021,1,,,,,4,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,
CTRI_19,48346,13,453,477,CTRI,,2021,4,,,,,4,2,1,4,5,,,,,,,,,,,,,,8,,2,5,0,0,0,0,1,0,0,
CTRI_20,47815,13,453,2461,CTRI,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
CTRI_21,48904,13,453,1019,CTRI,,2021,4,,,,,3,1,1,5,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_22,48237,13,453,368,CTRI,,2021,2,,,,,4,,2,,,,,,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CTRI_23,47809,13,453,2455,CTRI,,2021,4,,,,,4,3,1,4,5,,,,,,,,,,,,,,10,,2,1,1,0,0,0,0,0,1, Haitian
CTRI_24,48886,13,453,1001,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,9,,5,6,0,0,0,0,0,1,0,
CTRI_26,48876,13,453,991,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CTRI_27,48234,13,453,365,CTRI,,2021,3,,,,,4,1,1,4,5,,,,,,,,,5,5,,,,10,,2,1,1,0,0,0,0,0,0,
CTRI_28,48914,13,453,1027,CTRI,,2021,3,,,,,3,3,1,4,5,,,,,,,,,5,5,,,,10,,2,1,1,0,0,0,0,0,0,
CTRI_30,49053,13,453,1159,CTRI,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,1,0,0,
CTRI_31,47813,13,453,2459,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_32,47860,13,453,29,CTRI,,2021,3,,,,,3,1,1,5,4,,,,,,,,,4,4,,,,8,,,,0,0,0,0,0,0,0,
CTRI_33,48862,13,453,977,CTRI,,2021,2,,,,,3,,2,,,,,,,,,,,,,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_34,48935,13,453,1045,CTRI,,2021,4,,,,,3,1,1,5,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_35,48864,13,453,979,CTRI,,2021,4,,,,,3,2,1,5,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_36,47814,13,453,2460,CTRI,,2021,4,,,,,3,2,1,2,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CTRI_37,47964,13,453,131,CTRI,,2021,3,,,,,3,1,1,4,5,,,,,,,,,4,5,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_38,48330,13,453,461,CTRI,,2021,4,,,,,3,1,1,5,5,,,,,,,,,,,,,,10,,2,1,1,0,0,0,0,0,0,
CTRI_40,47823,13,453,1,CTRI,,2021,4,,,,,3,1,1,5,4,,,,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CTRI_41,47858,13,453,28,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_42,47829,13,453,5,CTRI,,2021,2,,,,,3,,2,,,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_43,47830,13,453,6,CTRI,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
CTRI_45,48360,13,453,491,CTRI,,2021,4,,,,,3,2,1,5,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_46,48906,13,453,1021,CTRI,,2021,2,,,,,3,,2,,,,,,,,,,,,,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_47,48344,13,453,475,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_49,48865,13,453,980,CTRI,,2021,4,,,,,2,3,1,5,4,,,,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CTRI_50,48896,13,453,1011,CTRI,,2021,4,,,,,5,3,1,5,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_51,47812,13,453,2458,CTRI,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,1,0,0,
CTRI_52,48867,13,453,982,CTRI,,2021,4,,,,,4,3,1,5,5,,,,,,,,,,,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_53,47888,13,453,56,CTRI,,2021,4,,,,,4,2,1,5,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CTRI_54,48934,13,453,1044,CTRI,,2021,4,,,,,4,3,1,5,5,,,,,,,,,,,,,,9,,1,5,0,0,0,0,1,0,0,
CTRI_55,48447,13,453,573,CTRI,,2021,4,,,,,3,1,1,5,5,,,,,,,,,,,,,,9,,2,1,1,0,0,0,0,0,0,
CTRI_57,48900,13,453,1015,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CTRI_59,48866,13,453,981,CTRI,,2021,4,,,,,4,1,1,5,5,,,,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CTRI_61,47817,13,453,2463,CTRI,,2021,3,,,,,4,3,1,3,5,,,,,,,,,5,4,,,,10,,1,5,0,0,0,0,1,0,0,
CTRI_62,47838,13,453,12,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CTRI_63,48884,13,453,999,CTRI,,2021,4,,,,,4,2,1,5,5,,,,,,,,,,,,,,8,,2,5,0,0,0,0,1,0,0,
CTRI_64,48857,13,453,974,CTRI,,2021,4,,,,,4,1,1,5,5,,,,,,,,,,,,,,8,,2,5,0,0,0,0,1,0,0,
CTRI_65,47910,13,453,78,CTRI,,2021,1,,,,,3,,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,1,0,0,
CTRI_67,48933,13,453,1043,CTRI,,2021,4,,,,,3,3,1,5,5,,,,,,,,,,,,,,8,,1,1,1,0,0,0,0,0,0,
CTRI_68,48238,13,453,369,CTRI,,2021,3,,,,,4,2,1,3,5,,,,,,,,,4,4,,,,10,,5,6,0,0,0,0,0,1,0,
CTRI_69,47810,13,453,2456,CTRI,,2021,4,,,,,3,1,1,5,5,,,,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CY_03,49992,27,498,2074,CY,City Year,2021,4,4,5,4,3,1,2,1,4,2,4,4,4,,,,,,,,,,,9,,5,,0,0,0,0,0,0,0,
CY_05,49955,27,498,2039,CY,City Year,2021,4,2,5,1,4,3,1,1,5,4,2,2,2,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CY_07,50039,27,498,2120,CY,City Year,2021,4,4,4,2,3,2,1,1,5,4,1,1,1,,,,,,,,,,,7,,2,5,0,0,0,0,1,0,0,
CY_28,50192,27,498,2266,CY,City Year,2021,3,5,5,5,2,2,3,1,3,3,2,2,2,,,,,,5,5,,,,10,,1,1,1,0,0,0,0,0,0,
CY_32,49464,27,498,1557,CY,City Year,2021,4,4,4,4,2,3,1,1,5,4,1,1,1,,,,,,,,,,,7,,2,5,0,0,0,0,1,0,0,
CY_37,50348,27,498,2575,CY,City Year,2021,3,5,5,5,3,3,1,1,3,5,4,3,5,,,,,,4,4,,,,10,,2,5,0,0,0,0,1,0,0,
CY_38,50006,27,498,2088,CY,City Year,2021,3,5,5,5,2,3,1,1,5,5,4,4,4,,,,,,4,4,,,,9,,2,6,0,0,0,0,0,1,0,
CY_45,50010,27,498,2092,CY,City Year,2021,4,5,5,5,4,3,1,1,5,5,5,5,5,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CY_46,50033,27,498,2114,CY,City Year,2021,3,3,3,3,3,2,1,1,3,3,3,3,3,,,,,,4,4,,,,4,,2,6,0,0,0,0,0,1,0,
CY_50,50220,27,498,2292,CY,City Year,2021,4,5,5,5,2,2,1,1,5,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CY_58,50007,27,498,2089,CY,City Year,2021,4,4,5,5,1,3,1,1,5,4,3,3,3,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CY_60,50026,27,498,2108,CY,City Year,2021,3,4,5,4,3,3,1,1,5,5,4,4,4,,,,,,4,4,,,,10,,2,1,1,0,0,0,0,0,0,
CY_61,50012,27,498,2094,CY,City Year,2021,4,5,5,5,7,3,1,1,5,5,3,3,3,,,,,,,,,,,10,,2,1,1,0,0,0,0,0,0,
CY_62,49504,27,498,1596,CY,City Year,2021,4,2,4,1,4,4,1,1,4,4,4,4,4,,,,,,,,,,,8,,2,6,0,0,0,0,0,1,0,
CY_63,50014,27,498,2096,CY,City Year,2021,4,4,4,4,7,1,1,1,5,5,5,5,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,
CY_64,49908,27,498,1993,CY,City Year,2021,4,4,5,5,2,3,1,1,4,5,5,5,5,,,,,,,,,,,5,,2,5,0,0,0,0,1,0,0,
CY_65,50219,27,498,2291,CY,City Year,2021,4,3,3,3,1,1,1,1,4,3,1,1,1,,,,,,,,,,,9,,2,2,0,1,0,0,0,0,0,
CY_66,50305,27,498,2533,CY,City Year,2021,4,4,4,5,2,4,1,1,4,4,3,1,2,,,,,,,,,,,9,,1,2,0,1,0,0,0,0,0,
CY_68,50244,27,498,2474,CY,City Year,2021,4,4,5,9,1,2,1,1,3,4,1,1,1,,,,,,,,,,,8,,2,5,0,0,0,0,1,0,0,
CY_69,49956,27,498,2040,CY,City Year,2021,4,4,4,4,3,3,1,1,5,4,4,4,4,,,,,,,,,,,9,,2,5,0,0,0,0,1,0,0,
CY_70,48971,27,498,1081,CY,City Year,2021,3,3,5,3,1,2,1,1,5,4,1,1,1,,,,,,3,5,,,,7,,5,6,0,0,0,0,0,1,0,
CY_71,48977,27,498,1087,CY,City Year,2021,4,5,5,5,5,2,1,1,5,5,2,2,2,,,,,,,,,,,10,,1,1,1,0,0,1,0,0,0,
CY_72,48968,27,498,1078,CY,City Year,2021,4,5,5,5,6,3,1,1,5,5,2,1,2,,,,,,,,,,,10,,2,5,0,0,0,0,1,0,0,
CY_73,50327,27,498,2554,CY,City Year,2021,4,3,3,3,3,3,1,1,4,3,3,2,3,,,,,,,,,,,7,,5,6,0,0,0,0,0,1,0,
CY_79,48973,27,498,1083,CY,City Year,2021,4,5,5,5,3,2,1,1,5,4,3,3,3,,,,,,,,,,,10,,2,4,0,0,0,1,0,0,0,
CY_80,50232,27,498,2304,CY,City Year,2021,4,5,5,5,5,3,2,1,4,3,2,2,2,,,,,,,,,,,10,,2,1,1,0,0,0,0,0,0,
